Fiscal Year,Business Unit,Journal Entry Number,Period,Effective Date,Source,GL Account Number,GL Account Name,Functional Amount,Functional Currency Code,JE Description,Preparer ID,Entry Date,JE Line Number,JE Line Description,User Defined Field 1,User Defined Field 2,User Defined Field 3
2024,Eddey Finance,12861,2024-01,2024-01-14,Manual Entry,1400,Prepaid Expenses,-24411.36,EUR,Investment income,user5,2024-01-14 11:20:00,2861,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12862,2024-02,2024-02-05,Purchase,1400,Prepaid Expenses,24154.15,EUR,Bonus payout,user5,2024-02-05 15:55:00,2862,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12863,2024-11,2024-11-17,Payroll,8000,Tax Expense,25825.53,EUR,Customer refund,user3,2024-11-17 05:25:00,2863,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12864,2025-01,2025-01-06,Depreciation,4100,Other Income,-7393.48,EUR,Year-end adjustment,user2,2025-01-06 17:36:00,2864,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12865,2024-06,2024-06-07,Loan Payment,9999,Suspense Account,12680.85,EUR,Supplier payment,user4,2024-06-07 14:00:00,2865,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12866,2024-09,2024-09-28,Depreciation,3000,Owner's Equity,21868.57,EUR,Bonus payout,admin,2024-09-28 02:43:00,2866,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12867,2024-03,2024-03-22,Loan Payment,6000,Salaries Expense,4154.48,EUR,Bonus payout,user1,2024-03-22 12:29:00,2867,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12868,2025-03,2025-03-29,Purchase,8000,Tax Expense,9389.54,EUR,Asset depreciation,admin,2025-03-29 15:18:00,2868,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12869,2025-02,2025-02-24,Depreciation,6100,Office Expenses,-5956.85,EUR,Asset depreciation,user2,2025-02-24 09:21:00,2869,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12870,2024-07,2024-07-22,Sales,4000,Revenue,-40642.56,EUR,Tax payment,user5,2024-07-22 21:01:00,2870,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12871,2024-09,2024-09-28,Purchase,7000,Interest Expense,28882.48,EUR,Year-end adjustment,user4,2024-09-28 14:09:00,2871,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12872,2024-11,2024-11-17,Payroll,9999,Suspense Account,-23992.78,EUR,Customer refund,user4,2024-11-17 02:55:00,2872,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12873,2024-09,2024-09-29,Tax,6200,Depreciation Expense,12691.85,EUR,Investment income,user1,2024-09-29 18:25:00,2873,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12874,2024-12,2024-12-15,Manual Entry,5100,Direct Labor,19195.11,EUR,Investment income,admin,2024-12-15 08:05:00,2874,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12875,2024-07,2024-07-08,Payroll,5200,Manufacturing Overhead,-33272.52,EUR,Year-end adjustment,user1,2024-07-08 12:16:00,2875,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12876,2024-07,2024-07-10,Tax,7000,Interest Expense,-11346.83,EUR,Investment income,user4,2024-07-10 10:06:00,2876,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12877,2024-07,2024-07-10,Sales,3000,Owner's Equity,-3917.84,EUR,Tax payment,user2,2024-07-10 03:40:00,2877,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12878,2025-01,2025-01-07,Sales,9999,Suspense Account,-15146.95,EUR,Intercompany transaction,user5,2025-01-07 03:59:00,2878,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12879,2024-10,2024-10-05,Adjustment,1500,Fixed Assets,20688.15,EUR,Loan repayment,user4,2024-10-05 07:41:00,2879,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12880,2024-05,2024-05-01,Sales,4000,Revenue,-13697.97,EUR,Year-end adjustment,user4,2024-05-01 02:28:00,2880,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12881,2024-12,2024-12-23,Purchase,2000,Accounts Payable,-27274.11,EUR,Manual correction entry,user3,2024-12-23 10:07:00,2881,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12882,2024-09,2024-09-07,Adjustment,4000,Revenue,44392.33,EUR,Loan repayment,user5,2024-09-07 15:46:00,2882,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12883,2024-08,2024-08-21,Payroll,2100,Accrued Expenses,-8792.2,EUR,Loan repayment,user5,2024-08-21 04:58:00,2883,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12884,2024-06,2024-06-18,Investment,5100,Direct Labor,-20674.38,EUR,Intercompany transaction,user3,2024-06-18 12:51:00,2884,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12885,2024-02,2024-02-05,Manual Entry,1300,Inventory,-8837.26,EUR,Intercompany transaction,admin,2024-02-05 07:00:00,2885,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12886,2024-04,2024-04-13,Purchase,3100,Retained Earnings,-25193.33,EUR,Employee salary payment,user5,2024-04-13 14:00:00,2886,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12887,2024-03,2024-03-18,Loan Payment,6200,Depreciation Expense,32622.55,EUR,Year-end adjustment,user2,2024-03-18 06:13:00,2887,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12888,2024-08,2024-08-10,Investment,1400,Prepaid Expenses,44838.71,EUR,Customer refund,user5,2024-08-10 22:42:00,2888,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12889,2024-06,2024-06-12,Manual Entry,2100,Accrued Expenses,10034.66,EUR,Supplier payment,user5,2024-06-12 14:41:00,2889,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12890,2024-04,2024-04-14,Loan Payment,1200,Accounts Receivable,28983.91,EUR,Loan repayment,user5,2024-04-14 08:56:00,2890,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12891,2024-05,2024-05-05,Tax,3000,Owner's Equity,14433.53,EUR,Intercompany transaction,user2,2024-05-05 07:49:00,2891,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12892,2024-05,2024-05-30,Payroll,8000,Tax Expense,37893.49,EUR,Bonus payout,admin,2024-05-30 17:51:00,2892,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12893,2024-11,2024-11-30,Purchase,5100,Direct Labor,-22197.35,EUR,Loan repayment,user5,2024-11-30 03:42:00,2893,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12894,2024-05,2024-05-16,Payroll,6000,Salaries Expense,-40434.13,EUR,Bonus payout,user5,2024-05-16 12:01:00,2894,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12895,2025-03,2025-03-20,Manual Entry,8000,Tax Expense,-22241.56,EUR,Supplier payment,user2,2025-03-20 05:09:00,2895,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12896,2024-07,2024-07-04,Investment,5000,Cost of Goods Sold,-38232.39,EUR,Asset depreciation,user4,2024-07-04 00:26:00,2896,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12897,2024-08,2024-08-30,Adjustment,8000,Tax Expense,-21241.64,EUR,Investment income,admin,2024-08-30 01:19:00,2897,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12898,2024-01,2024-01-05,Purchase,9999,Suspense Account,-40280.24,EUR,Intercompany transaction,user5,2024-01-05 07:44:00,2898,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12899,2024-09,2024-09-20,Depreciation,7000,Interest Expense,-13329.6,EUR,Supplier payment,user2,2024-09-20 03:24:00,2899,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12900,2024-04,2024-04-07,Adjustment,1000,Cash,49468.53,EUR,Tax payment,admin,2024-04-07 07:18:00,2900,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12901,2025-01,2025-01-12,Manual Entry,1300,Inventory,-37483.69,EUR,Manual correction entry,user4,2025-01-12 20:54:00,2901,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12902,2024-03,2024-03-24,Tax,5100,Direct Labor,3146.64,EUR,Year-end adjustment,user2,2024-03-24 06:09:00,2902,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12903,2024-10,2024-10-10,Tax,2100,Accrued Expenses,-30793.1,EUR,Supplier payment,admin,2024-10-10 06:06:00,2903,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12904,2024-02,2024-02-25,Manual Entry,1300,Inventory,1090.94,EUR,Loan repayment,user1,2024-02-25 02:34:00,2904,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12905,2024-09,2024-09-22,Sales,5000,Cost of Goods Sold,21190.99,EUR,Monthly sales revenue,user1,2024-09-22 19:40:00,2905,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12906,2025-02,2025-02-20,Payroll,1200,Accounts Receivable,-20260.12,EUR,Asset depreciation,user3,2025-02-20 19:25:00,2906,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12907,2024-06,2024-06-20,Manual Entry,1500,Fixed Assets,39130.15,EUR,Manual correction entry,user3,2024-06-20 22:18:00,2907,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12908,2024-03,2024-03-04,Manual Entry,1200,Accounts Receivable,-41911.16,EUR,Tax payment,user5,2024-03-04 09:14:00,2908,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12909,2024-01,2024-01-27,Sales,8000,Tax Expense,-37879.61,EUR,Asset depreciation,user3,2024-01-27 22:29:00,2909,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12910,2024-06,2024-06-02,Purchase,6200,Depreciation Expense,2698.61,EUR,Tax payment,user3,2024-06-02 00:47:00,2910,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12911,2024-03,2024-03-25,Depreciation,6200,Depreciation Expense,-27705.1,EUR,Loan repayment,user2,2024-03-25 22:16:00,2911,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12912,2024-09,2024-09-21,Manual Entry,2200,Short-Term Loan,26581.21,EUR,Year-end adjustment,user3,2024-09-21 21:24:00,2912,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12913,2025-01,2025-01-06,Loan Payment,5000,Cost of Goods Sold,5825.33,EUR,Investment income,user3,2025-01-06 17:23:00,2913,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12914,2024-10,2024-10-08,Payroll,1200,Accounts Receivable,7802.84,EUR,Loan repayment,user4,2024-10-08 05:18:00,2914,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12915,2025-02,2025-02-19,Payroll,9999,Suspense Account,8266.08,EUR,Supplier payment,user3,2025-02-19 15:36:00,2915,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12916,2024-04,2024-04-07,Loan Payment,1000,Cash,1318.62,EUR,Year-end adjustment,user2,2024-04-07 10:10:00,2916,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12917,2024-08,2024-08-22,Adjustment,6000,Salaries Expense,28550.85,EUR,Asset depreciation,user1,2024-08-22 08:52:00,2917,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12918,2024-05,2024-05-06,Investment,1000,Cash,-23635.89,EUR,Asset depreciation,user1,2024-05-06 04:11:00,2918,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12919,2024-01,2024-01-15,Manual Entry,7000,Interest Expense,-12556.78,EUR,Monthly sales revenue,user4,2024-01-15 10:18:00,2919,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12920,2024-01,2024-01-28,Tax,7000,Interest Expense,25979.19,EUR,Intercompany transaction,admin,2024-01-28 05:49:00,2920,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12921,2024-07,2024-07-27,Manual Entry,3000,Owner's Equity,32707.89,EUR,Asset depreciation,user1,2024-07-27 12:13:00,2921,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12922,2024-02,2024-02-16,Depreciation,1200,Accounts Receivable,-38788.8,EUR,Loan repayment,user4,2024-02-16 12:35:00,2922,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12923,2024-03,2024-03-08,Depreciation,1300,Inventory,-7328.71,EUR,Year-end adjustment,user3,2024-03-08 23:11:00,2923,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12924,2024-05,2024-05-22,Adjustment,3000,Owner's Equity,13376.03,EUR,Employee salary payment,user5,2024-05-22 01:34:00,2924,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12925,2025-01,2025-01-12,Payroll,3000,Owner's Equity,14477.4,EUR,Tax payment,user1,2025-01-12 02:11:00,2925,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12926,2024-05,2024-05-05,Tax,5000,Cost of Goods Sold,-37899.99,EUR,Employee salary payment,admin,2024-05-05 19:35:00,2926,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12927,2024-06,2024-06-07,Investment,4100,Other Income,-15904.79,EUR,Loan repayment,user4,2024-06-07 21:09:00,2927,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12928,2024-06,2024-06-08,Tax,1000,Cash,-19104.59,EUR,Employee salary payment,user4,2024-06-08 00:39:00,2928,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12929,2024-06,2024-06-08,Purchase,1500,Fixed Assets,45667.71,EUR,Asset depreciation,user5,2024-06-08 05:36:00,2929,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12930,2024-03,2024-03-08,Investment,9999,Suspense Account,17651.72,EUR,Customer refund,user5,2024-03-08 21:08:00,2930,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12931,2024-03,2024-03-10,Purchase,1200,Accounts Receivable,5838.79,EUR,Tax payment,user1,2024-03-10 11:44:00,2931,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12932,2024-09,2024-09-24,Investment,5200,Manufacturing Overhead,-10773.06,EUR,Bonus payout,user2,2024-09-24 20:19:00,2932,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12933,2025-02,2025-02-23,Adjustment,2200,Short-Term Loan,20568.68,EUR,Tax payment,user3,2025-02-23 00:55:00,2933,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12934,2024-05,2024-05-29,Adjustment,3100,Retained Earnings,39023.55,EUR,Manual correction entry,user1,2024-05-29 10:56:00,2934,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12935,2025-03,2025-03-04,Payroll,2000,Accounts Payable,-12813.35,EUR,Supplier payment,user2,2025-03-04 05:58:00,2935,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12936,2025-01,2025-01-09,Loan Payment,1300,Inventory,37396.61,EUR,Bonus payout,user1,2025-01-09 20:44:00,2936,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12937,2024-03,2024-03-02,Manual Entry,1300,Inventory,-31683.92,EUR,Tax payment,user1,2024-03-02 05:15:00,2937,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12938,2024-12,2024-12-25,Payroll,1400,Prepaid Expenses,-19481.2,EUR,Intercompany transaction,user3,2024-12-25 13:28:00,2938,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12939,2024-12,2024-12-21,Manual Entry,5200,Manufacturing Overhead,-21626.53,EUR,Tax payment,user2,2024-12-21 18:42:00,2939,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12940,2025-01,2025-01-09,Depreciation,8000,Tax Expense,3638.52,EUR,Loan repayment,user3,2025-01-09 07:21:00,2940,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12941,2025-02,2025-02-20,Tax,9999,Suspense Account,15548.62,EUR,Manual correction entry,user5,2025-02-20 11:36:00,2941,Manual correction entry,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12942,2024-09,2024-09-11,Tax,6200,Depreciation Expense,45572.97,EUR,Employee salary payment,user2,2024-09-11 00:49:00,2942,Employee salary payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12943,2025-02,2025-02-14,Adjustment,2200,Short-Term Loan,-43464.96,EUR,Intercompany transaction,user5,2025-02-14 17:15:00,2943,Intercompany transaction,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12944,2024-11,2024-11-13,Investment,1000,Cash,-19627.62,EUR,Monthly sales revenue,user5,2024-11-13 20:31:00,2944,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12945,2024-10,2024-10-26,Manual Entry,2200,Short-Term Loan,12732.23,EUR,Tax payment,user5,2024-10-26 15:57:00,2945,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12946,2024-11,2024-11-30,Investment,3000,Owner's Equity,-9316.85,EUR,Bonus payout,user2,2024-11-30 07:43:00,2946,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12947,2024-12,2024-12-02,Purchase,6200,Depreciation Expense,19289.97,EUR,Investment income,user3,2024-12-02 12:33:00,2947,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12948,2024-07,2024-07-15,Loan Payment,7000,Interest Expense,-37390.48,EUR,Year-end adjustment,user5,2024-07-15 19:47:00,2948,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12949,2024-04,2024-04-05,Adjustment,3000,Owner's Equity,-13117.1,EUR,Loan repayment,user5,2024-04-05 04:44:00,2949,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12950,2024-11,2024-11-14,Sales,6100,Office Expenses,-7158.46,EUR,Supplier payment,admin,2024-11-14 16:41:00,2950,Supplier payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12951,2025-03,2025-03-25,Payroll,1500,Fixed Assets,43379.69,EUR,Year-end adjustment,user2,2025-03-25 00:10:00,2951,Year-end adjustment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12952,2025-02,2025-02-21,Purchase,9999,Suspense Account,48579.12,EUR,Tax payment,user2,2025-02-21 15:06:00,2952,Tax payment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12953,2024-02,2024-02-10,Adjustment,4100,Other Income,7632.4,EUR,Investment income,admin,2024-02-10 04:10:00,2953,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12954,2024-08,2024-08-17,Payroll,1500,Fixed Assets,-8902.52,EUR,Bonus payout,user2,2024-08-17 06:56:00,2954,Bonus payout,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12955,2024-04,2024-04-22,Purchase,1400,Prepaid Expenses,-1769.37,EUR,Monthly sales revenue,user1,2024-04-22 06:35:00,2955,Monthly sales revenue,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12956,2025-01,2025-01-14,Sales,1300,Inventory,-26091.93,EUR,Investment income,user5,2025-01-14 04:52:00,2956,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12957,2024-08,2024-08-09,Manual Entry,6200,Depreciation Expense,-30795.31,EUR,Loan repayment,user5,2024-08-09 21:50:00,2957,Loan repayment,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12958,2024-04,2024-04-24,Tax,1300,Inventory,-8158.12,EUR,Investment income,user2,2024-04-24 11:27:00,2958,Investment income,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12959,2024-01,2024-01-21,Depreciation,5200,Manufacturing Overhead,17408.67,EUR,Customer refund,user1,2024-01-21 14:18:00,2959,Customer refund,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12960,2024-12,2024-12-01,Loan Payment,6100,Office Expenses,4895.71,EUR,Asset depreciation,user5,2024-12-01 06:59:00,2960,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
2024,Eddey Finance,12961,2024-06,2024-06-04,Loan Payment,9999,Suspense Account,-30173.07,EUR,Asset depreciation,user1,2024-06-04 18:54:00,2961,Asset depreciation,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team,Any Additional Fields requested by the Audit team
